_project,afferent-couplings,alert_status,blocker_violations,bugs,class_complexity,classes,code_smells,cognitive_complexity,comment_lines,comment_lines_density,complexity,complexity_in_classes,complexity_in_functions,confirmed_issues,coverage,critical_violations,development_cost,directories,duplicated_blocks,duplicated_files,duplicated_lines,duplicated_lines_density,efferent-couplings,effort_to_reach_maintainability_rating_a,false_positive_issues,file_complexity,file_complexity_distribution,files,function_complexity,function_complexity_distribution,functions,info_violations,line_coverage,lines,lines_to_cover,major_violations,minor_violations,missing_package_info,missing_package_info_count,ncloc,ncloc_language_distribution,new_blocker_violations,new_bugs,new_code_smells,new_critical_violations,new_info_violations,new_maintainability_rating,new_major_violations,new_minor_violations,new_reliability_rating,new_reliability_remediation_effort,new_security_rating,new_security_remediation_effort,new_sqale_debt_ratio,new_technical_debt,new_violations,new_vulnerabilities,number-of-classes-and-interfaces,open_issues,package,package-dependency-cycles,package_count,quality_gate_details,quality_profiles,reliability_rating,reliability_remediation_effort,reopened_issues,security_rating,security_remediation_effort,sqale_debt_ratio,sqale_index,sqale_rating,statements,uncovered_lines,violations,vulnerabilities,wont_fix_issues,code_smells:antisingleton,code_smells:baseclass_abstract,code_smells:class_data_private,code_smells:complex_class,code_smells:large_class,code_smells:lazy_class,code_smells:long_method,code_smells:long_parameter_list,code_smells:many_field_attributes_not_complex,code_smells:message_chains,code_smells:refused_parent_bequest,code_smells:spaghetti_code,code_smells:speculative_generality,code_smells:swiss_army_knife,common-java:DuplicatedBlocks,jdepend:afferent-couplings,squid:AssignmentInSubExpressionCheck,squid:ClassCyclomaticComplexity,squid:ClassVariableVisibilityCheck,squid:CommentedOutCodeLine,squid:EmptyStatementUsageCheck,squid:ForLoopCounterChangedCheck,squid:HiddenFieldCheck,squid:LabelsShouldNotBeUsedCheck,squid:MethodCyclomaticComplexity,squid:MissingDeprecatedCheck,squid:ModifiersOrderCheck,squid:ObjectFinalizeCheck,squid:ObjectFinalizeOverridenCallsSuperFinalizeCheck,squid:ObjectFinalizeOverridenCheck,squid:RedundantThrowsDeclarationCheck,squid:RightCurlyBraceStartLineCheck,squid:S00100,squid:S00101,squid:S00105,squid:S00107,squid:S00108,squid:S00112,squid:S00114,squid:S00115,squid:S00116,squid:S00117,squid:S00119,squid:S00120,squid:S00122,squid:S106,squid:S1065,squid:S1066,squid:S1067,squid:S1068,squid:S1118,squid:S1125,squid:S1126,squid:S1132,squid:S1133,squid:S1134,squid:S1135,squid:S1141,squid:S1143,squid:S1145,squid:S1147,squid:S1148,squid:S1149,squid:S1150,squid:S1151,squid:S1153,squid:S1155,squid:S1157,squid:S1158,squid:S1160,squid:S1161,squid:S1163,squid:S1165,squid:S1166,squid:S1168,squid:S1170,squid:S1171,squid:S1172,squid:S1174,squid:S1175,squid:S1181,squid:S1182,squid:S1185,squid:S1186,squid:S1188,squid:S1190,squid:S1191,squid:S1192,squid:S1193,squid:S1194,squid:S1195,squid:S1197,squid:S1199,squid:S1201,squid:S1206,squid:S1210,squid:S1213,squid:S1214,squid:S1215,squid:S1217,squid:S1219,squid:S1220,squid:S1221,squid:S1223,squid:S1226,squid:S1244,squid:S128,squid:S1301,squid:S1312,squid:S1313,squid:S1314,squid:S1319,squid:S134,squid:S135,squid:S1444,squid:S1452,squid:S1479,squid:S1481,squid:S1488,squid:S1596,squid:S1598,squid:S1700,squid:S1764,squid:S1850,squid:S1860,squid:S1862,squid:S1872,squid:S1905,squid:S1948,squid:S1994,squid:S2055,squid:S2061,squid:S2065,squid:S2066,squid:S2068,squid:S2077,squid:S2094,squid:S2109,squid:S2110,squid:S2111,squid:S2114,squid:S2116,squid:S2118,squid:S2123,squid:S2130,squid:S2131,squid:S2133,squid:S2134,squid:S2151,squid:S2153,squid:S2157,squid:S2160,squid:S2165,squid:S2166,squid:S2175,squid:S2176,squid:S2178,squid:S2183,squid:S2184,squid:S2200,squid:S2225,squid:S2232,squid:S2236,squid:S2250,squid:S2251,squid:S2252,squid:S2272,squid:S2273,squid:S2274,squid:S2275,squid:S2276,squid:S2326,squid:S2386,squid:S2388,squid:S2437,squid:S2438,squid:S2440,squid:S2447,squid:S888,squid:SwitchLastCaseIsDefaultCheck,squid:UnusedPrivateMethod,squid:UselessImportCheck,squid:UselessParenthesesCheck
QC:jung,0,WARN,0,133,12.1,552,3007,5042,10291,21.3,6697,6697,6293,0,0.0,194,1137540,44,433,112,7828,11.6,0,0,0,16.8,0=105;5=77;10=96;20=49;30=59;60=7;90=5,398,1.8,1=2265;2=587;4=182;6=90;8=50;10=24;12=33,3578,24,0.0,67371,21573,1370,1608,44,44,37918,java=37918,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,3196,44,0,44,{"level":"WARN";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"0";"level":"OK"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"3196";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],4.0,1640,0,4.0,610,3.2,36932,1.0,18096,21573,3196,56,0,10,0,6,48,0,0,92,33,0,0,0,2,0,0,112,0,0,0,26,355,2,0,26,0,41,0,43,0,0,1,7,117,6,0,287,2,37,16,0,14,203,497,2,2,138,59,0,8,1,0,21,115,7,9,1,8,23,0,0,0,0,23,6,0,20,0,14,0,0,2,26,0,0,85,54,8,0,6,1,0,0,0,9,62,11,0,12,13,0,0,0,2,9,0,0,1,65,1,0,0,0,0,0,0,30,34,0,1,1,0,0,2,130,19,3,3,0,7,14,4,0,3,0,0,0,0,0,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,4,0,1,0,54,0,0,0,0,0,0,0,1,0,0,0,1,11,4,0,0,0,0,0,0,13,0,1,0
QC:junit,2,ERROR,9,4,8.5,168,689,693,2388,26.6,1427,1427,1355,0,0.0,61,197400,28,81,46,3224,27.1,6,6002,0,8.8,0=86;5=26;10=24;20=16;30=8;60=2;90=0,162,1.4,1=670;2=204;4=33;6=8;8=4;10=0;12=0,977,24,0.0,11896,3101,305,301,16,16,6580,java=6580,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,700,28,21,28,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"9";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"700";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,90,0,4.0,90,8.0,15872,2.0,2393,3101,700,7,0,3,7,3,15,0,3,35,29,0,0,17,1,6,1,46,0,0,0,3,2,7,3,0,0,0,4,68,0,0,0,11,1,0,0,143,0,5,50,0,0,0,1,0,0,4,7,0,0,0,0,4,1,0,15,24,0,0,2,0,0,2,2,7,0,0,1,5,0,0,4,0,0,5,52,0,0,0,3,0,0,8,0,0,18,3,0,0,3,0,0,0,2,0,0,1,0,40,1,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
QC:log4j,0,ERROR,8,12,9.8,601,1992,4922,7611,18.8,5917,5917,5853,0,0.0,168,987240,61,203,89,4137,6.7,0,0,0,12.1,0=218;5=88;10=95;20=32;30=45;60=8;90=4,490,1.8,1=1812;2=734;4=157;6=73;8=44;10=16;12=37,3178,35,0.0,61489,17973,1326,505,30,30,32908,java=32908,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2042,61,0,61,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"8";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"2042";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,85,0,4.0,675,3.9,38442,1.0,14926,17973,2042,38,0,11,2,3,61,0,2,107,22,0,0,0,2,1,0,89,0,3,1,2,57,1,2,34,0,43,0,0,0,0,0,13,0,14,0,12,24,11,113,0,18,10,8,0,0,0,179,0,10,2,36,4,0,10,124,31,0,4,7,0,0,2,18,28,1,10,0,30,0,4,13,0,0,6,124,13,7,0,20,0,0,6,0,2,61,0,0,1,168,2,0,0,2,9,0,1,1,23,2,5,0,0,0,0,0,48,0,0,3,145,13,2,1,79,16,2,5,0,42,1,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,6,1,0,0,0,1,1,1,0,3,4,0,0,0,0,0,4,9,2,0
QC:lucene,0,ERROR,122,198,14.7,1784,10883,27219,47195,24.1,26170,26170,24785,0,0.0,560,4463430,43,1773,353,28430,12.0,0,0,0,25.4,0=231;5=165;10=250;20=131;30=155;60=50;90=50,1032,2.2,1=6283;2=2481;4=837;6=363;8=182;10=94;12=221,11059,550,0.0,236762,98633,6951,3149,43,43,148781,java=148781,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,11332,43,0,43,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"122";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"11332";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,2081,0,4.0,2705,3.6,158901,1.0,84720,98633,11332,251,0,26,3,44,190,0,11,284,134,0,0,0,2,4,0,353,0,226,10,214,1126,29,64,201,11,271,1,328,0,0,0,36,7,24,0,0,17,75,359,0,23,32,147,1,0,600,854,1,34,25,11,3,31,22,78,76,0,474,14,5,3,2,17,1,0,37,5,69,0,0,4,0,4,4,398,10,23,9,38,0,0,110,37,11,159,90,0,0,577,2,0,0,235,88,0,7,11,744,4,3,2,0,0,0,0,1027,70,8,4,0,2,0,4,620,63,13,4,0,26,8,0,0,3,0,0,0,4,0,6,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,1,6,0,0,2,4,0,1,2,40,0,0,0,0,6,0,0,6,0,4,0,0,0,5,0,0,0,0,0,0,18,4,61,3
QC:marauroa,154,ERROR,2,9,11.8,247,1133,1961,7785,30.5,2912,2912,2891,0,0.0,86,531990,41,69,28,1169,3.1,255,0,0,11.6,0=94;5=76;10=39;20=22;30=16;60=3;90=2,252,1.7,1=1136;2=360;4=92;6=20;8=14;10=9;12=9,1734,19,0.0,37510,10669,526,595,16,16,17733,java=17733,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,238,1228,41,894,41,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"2";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"1228";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],4.0,45,0,4.0,1120,3.4,18346,1.0,9016,10669,1228,86,0,0,0,6,26,0,2,57,11,0,0,0,0,0,0,28,1,0,1,47,10,24,1,6,1,11,5,31,0,0,0,12,0,0,1,226,0,1,45,0,2,1,36,2,0,6,89,0,5,5,0,9,7,2,27,5,0,14,5,0,0,7,26,20,0,9,10,1,0,0,40,0,0,2,47,5,0,0,4,0,0,2,0,12,0,2,0,0,93,0,0,0,8,7,0,0,0,37,0,0,0,0,0,0,0,1,0,0,3,20,10,0,1,31,0,0,2,0,1,36,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1
QC:maven,0,ERROR,3,12,11.8,912,3076,8551,17880,20.1,10717,10717,10637,0,0.0,114,2127150,179,346,80,4297,3.7,0,0,0,13.0,0=408;5=140;10=137;20=52;30=58;60=16;90=14,825,1.7,1=3914;2=914;4=411;6=152;8=69;10=31;12=54,6413,327,0.0,115700,30915,1695,971,179,179,70905,java=70905,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,3110,179,0,179,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"3";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"3110";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,160,0,4.0,505,2.7,57016,1.0,26173,30915,3110,22,0,0,5,1,115,0,19,149,67,0,0,5,0,1,0,80,0,1,2,5,78,2,4,47,0,68,130,20,0,0,2,205,0,150,0,15,27,1,33,0,42,0,3,0,0,0,74,0,121,9,8,14,0,8,29,158,4,169,14,0,0,0,2,2,0,5,0,20,0,0,1,4,0,34,92,5,4,0,149,0,0,0,0,3,81,3,0,0,255,0,1,0,4,0,0,1,0,26,44,2,0,0,0,0,0,64,0,0,0,49,12,0,1,148,10,0,9,0,29,15,63,0,2,0,0,2,3,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,32,0,0,1,0,2,0,0,0,0,7,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,9,10,0
QC:megamek,0,ERROR,37,242,27.8,1832,14121,54229,41959,14.7,50914,50914,50093,0,0.0,945,7285080,37,6443,1076,91240,25.1,0,0,0,30.7,0=1034;5=137;10=152;20=80;30=95;60=43;90=115,1656,3.8,1=7932;2=1891;4=911;6=468;8=292;10=188;12=833,13265,309,0.0,363735,172339,10495,3188,37,37,242836,java=242836,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,14974,37,0,37,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"37";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"14974";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,2631,0,4.0,6625,3.9,283727,1.0,145230,172339,14974,611,0,24,1,61,387,0,0,182,7,5,0,1,6,0,0,1076,0,5,55,336,549,4,16,27,5,916,0,136,0,0,0,20,0,10,0,8,30,60,22,0,38,747,388,1,151,62,754,0,292,518,5,39,37,132,917,0,100,309,18,0,5,11,197,1304,3,402,0,128,5,90,0,1,0,0,439,8,5,0,68,0,0,27,5,8,184,28,0,11,518,2,0,0,117,3,4,10,4,322,14,8,0,0,0,0,0,363,38,70,22,0,0,0,101,1111,136,25,0,6,23,42,0,0,3,8,0,0,3,1,1,48,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,123,1,0,0,1,0,2,0,0,0,0,18,6,106,0,0,0,0,8,0,0,0,0,1,0,1,0,53,0,0,0,0,0,0,227,1,18,9
QC:mvnforum,0,ERROR,38,22,23.4,781,13743,16199,19907,15.9,18311,18311,18289,0,0.0,1007,3159840,75,7175,240,36501,21.0,0,85963,0,26.0,0=262;5=100;10=114;20=54;30=103;60=28;90=44,705,2.0,1=5307;2=1442;4=394;6=148;8=81;10=62;12=194,9005,540,0.0,173508,68561,6004,6485,75,75,105328,java=105328,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,14074,75,0,75,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"38";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"14074";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],4.0,349,0,4.0,4835,7.7,243955,2.0,56536,68561,14074,309,0,18,1,10,118,0,54,128,85,0,0,1,2,0,34,240,0,7,17,111,766,3,8,9,189,233,6,270,0,0,3,1214,0,460,0,8,111,65,16,0,14,444,1132,0,0,408,97,17,46,58,20,26,410,18,1119,19,3,521,56,0,0,0,59,584,0,502,1,17,1,0,22,19,0,3,800,14,4,1,34,0,0,38,0,8,124,0,0,58,1038,18,0,0,66,10,0,0,0,529,49,0,0,0,10,0,0,170,4,4,55,169,19,0,8,150,195,57,0,15,244,51,0,0,1,2,0,0,0,0,3,8,0,0,0,2,0,31,3,0,0,0,0,0,0,0,0,0,8,1,0,0,1,0,0,0,4,0,0,0,2,1,0,0,0,0,4,0,0,1,0,0,0,0,0,29,0,0,0,0,1,0,186,40,1,0
QC:myfaces_core,0,ERROR,142,187,16.2,3412,21547,55457,63412,15.6,55425,55425,54953,0,0.0,1380,10299480,277,5084,1830,390257,71.6,0,0,0,20.1,0=1085;5=483;10=452;20=241;30=241;60=130;90=119,2751,2.1,1=16201;2=4742;4=1490;6=694;8=362;10=213;12=555,26505,800,0.0,545420,151762,10108,9817,277,277,343316,java=343316,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,22247,277,0,277,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"142";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"22247";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,4194,0,4.0,7660,2.8,286287,1.0,120692,151762,22247,513,0,5,16,5,294,0,19,299,331,0,0,53,0,35,0,1830,0,0,25,26,1968,9,50,29,0,649,190,929,0,0,3,532,2,454,234,7,61,22,129,30,769,3443,8,4,14,158,40,0,278,93,36,147,14,55,296,360,68,440,77,3,2,0,9,146,9,45,0,59,4,0,10,265,3,2,714,64,4,4,123,0,0,111,0,90,412,29,0,0,703,0,0,0,156,7,0,13,6,1158,18,0,0,0,0,0,0,334,6,4,0,346,2,0,3,1448,50,4,56,0,74,41,25,0,0,0,0,6,0,13,125,102,2,2,0,2,3,6,0,1,0,0,2,0,0,0,0,24,10,0,0,0,0,0,19,0,39,4,5,0,0,3,0,2,0,9,18,0,0,8,0,0,0,0,2,466,12,0,0,0,14,0,0,32,218,0
QC:nakedobjects,337,ERROR,42,77,8.0,3274,9241,11083,16461,10.3,26072,26072,25237,0,0.0,509,4306890,519,345,223,6483,3.0,203,0,0,9.1,0=1486;5=656;10=370;20=134;30=145;60=39;90=21,2851,1.3,1=14672;2=2413;4=545;6=165;8=70;10=35;12=42,19694,367,0.0,217823,68151,5328,3365,501,501,143563,java=143563,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,173,9611,519,2969,519,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"42";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"9611";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,1028,0,4.0,4090,4.1,178531,1.0,54297,68151,9611,293,0,34,0,44,398,0,99,557,127,0,0,0,2,1,0,223,4,43,1,158,939,65,8,100,10,55,22,203,0,0,5,37,107,1,20,872,27,91,262,0,8,19,7,0,8,15,58,0,23,12,31,38,5,14,170,34,0,333,14,3,7,4,13,305,1,5,0,48,3,0,0,13,2,7,320,139,37,162,121,0,0,8,0,40,673,48,0,0,179,1,0,0,53,4,0,29,1,988,27,0,0,0,7,0,0,8,9,0,5,26,0,12,2,101,36,92,68,0,62,82,5,117,14,2,3,2,1,3,8,6,0,0,0,1,0,6,0,38,0,0,0,0,0,0,0,52,31,0,0,0,0,0,1,0,43,3,0,8,0,1,0,0,0,0,10,0,0,1,1,1,0,0,1,24,0,0,0,0,0,0,11,27,133,2
QC:nekohtml,0,ERROR,1,3,27.0,64,595,2076,2949,27.8,1731,1731,1704,0,0.0,51,229410,7,22,6,642,4.9,0,0,0,42.2,0=12;5=8;10=8;20=1;30=6;60=3;90=3,41,3.2,1=259;2=148;4=37;6=23;8=9;10=10;12=27,530,5,0.0,13207,4684,461,105,7,7,7647,java=7647,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,623,7,0,7,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"1";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"623";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],4.0,42,0,3.0,250,3.9,8876,1.0,3745,4684,623,25,0,1,0,0,6,0,9,7,0,0,0,0,0,0,0,6,0,1,3,25,15,1,3,0,3,33,2,2,0,0,0,0,0,5,1,24,0,9,10,0,0,16,6,0,0,15,73,0,13,4,2,3,0,0,45,2,0,3,3,0,0,0,0,20,0,8,0,0,2,0,0,8,0,1,44,2,2,0,2,0,0,1,0,0,9,0,0,0,15,0,1,0,0,24,0,0,0,1,0,0,0,0,0,0,0,23,0,0,4,0,0,0,0,61,20,0,0,0,2,1,0,0,1,1,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,2,0
QC:openjms,0,ERROR,33,59,10.9,615,2635,5011,20429,34.1,6707,6707,6616,0,0.0,249,1183050,66,103,46,3171,2.8,0,0,0,11.6,0=244;5=121;10=115;20=44;30=38;60=11;90=3,576,1.6,1=2504;2=845;4=182;6=72;8=35;10=17;12=25,4128,31,0.0,112410,22176,978,1451,66,66,39435,java=39435,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2742,66,0,66,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"33";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"2742";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,845,0,4.0,820,3.3,38693,1.0,16808,22176,2742,48,0,3,0,0,64,0,14,127,39,0,0,0,0,0,0,46,0,0,1,8,47,0,7,0,0,28,6,76,0,0,2,122,0,0,0,41,4,37,60,0,0,884,25,0,0,0,60,0,18,10,9,20,1,2,28,9,0,22,7,6,0,4,20,96,1,9,4,6,0,0,14,57,6,3,175,0,12,0,6,0,0,14,1,5,22,2,0,0,58,2,0,0,6,2,0,13,1,20,4,3,0,0,6,3,0,26,1,0,0,77,1,0,11,63,8,0,0,0,12,3,0,0,1,0,0,0,0,12,5,8,0,0,0,1,0,13,6,0,0,0,0,0,0,0,0,11,0,0,0,0,8,0,2,0,11,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,35,0
QC:oscache,0,ERROR,5,12,14.2,116,766,1748,4221,35.4,1644,1644,1617,0,0.0,121,231210,23,18,8,607,3.5,0,976,0,16.0,0=47;5=21;10=19;20=5;30=6;60=1;90=4,103,2.1,1=486;2=142;4=46;6=16;8=9;10=3;12=19,763,19,0.0,17275,4826,392,286,23,23,7707,java=7707,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,823,23,0,23,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"5";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"823";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,224,0,4.0,625,5.4,12536,2.0,3874,4826,823,45,0,9,0,5,16,0,0,25,22,0,0,0,1,0,0,8,0,5,1,15,20,1,3,6,0,21,3,52,0,0,0,0,0,1,0,12,0,21,21,0,1,66,9,0,0,1,21,0,13,1,8,2,0,0,20,3,4,16,6,0,1,0,14,11,1,5,0,1,0,0,0,8,0,1,86,3,66,0,1,0,0,2,1,3,10,3,0,0,33,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,22,0,1,1,18,2,0,0,43,4,13,0,0,3,2,0,1,0,1,0,3,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
